Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12507958,2021-09-30 00:58:51,2020-08-24 13:50:51,38854736,4856842000,0,125,2265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507958/SRR12507958.lite.1,SRX8998736,BlubberExtract-24A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251517,SAMN15894458,simple,9739,Tursiops truncatus,BlubberExtract-24A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,8087EF3F0F8D551945324DC3281DAAAC,4CFC296A00D0DB051C49FE2E9636444F
SRR12507957,2021-09-30 00:58:51,2020-08-24 13:47:07,33105226,4138153250,0,125,1940,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507957/SRR12507957.lite.1,SRX8998737,BlubberExtract-24B,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251518,SAMN15894459,simple,9739,Tursiops truncatus,BlubberExtract-24B,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,6F290E5F658585FDDF5E14294504193A,4761B444977AA037464F6F3956623A14
SRR12507956,2021-09-30 00:58:52,2020-08-24 13:49:09,32758957,4094869625,0,125,1915,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507956/SRR12507956.lite.1,SRX8998738,BlubberExtract-24C,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251519,SAMN15894460,simple,9739,Tursiops truncatus,BlubberExtract-24C,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,1B8A58DD0CCA482194A01E4528BAC634,7372973231A11F68B322313CDF15E13B
SRR12507955,2021-09-30 00:58:52,2020-08-24 13:48:55,34129571,4266196375,0,125,1967,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507955/SRR12507955.lite.1,SRX8998739,BlubberExtract-48A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251520,SAMN15894461,simple,9739,Tursiops truncatus,BlubberExtract-48A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,1D5ACA8B1964F7EAE9CD55F28C963B15,C4F09699F876EC5F0503D18399BFCACE
SRR12507954,2021-09-30 00:58:52,2020-08-24 13:48:47,35085387,4385673375,0,125,2037,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507954/SRR12507954.lite.1,SRX8998740,BlubberExtract-48B,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251521,SAMN15894462,simple,9739,Tursiops truncatus,BlubberExtract-48B,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,D0E26F1D7FDCAAF4A044B456DC04AF41,8ABBDFC96B3C25CCBA9CF717618CCD36
SRR12507953,2021-09-30 00:58:52,2020-08-24 13:48:22,34340868,4292608500,0,125,2040,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507953/SRR12507953.lite.1,SRX8998741,CTL-72A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251522,SAMN15894445,simple,9739,Tursiops truncatus,CTL-72A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,530BACFF4DE8569C48FDB9D6F45A55BF,0B3455BC119C8201FFA4530DE8BE1605
SRR12507952,2021-09-30 00:58:52,2020-08-24 13:49:31,35777604,4472200500,0,125,2061,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507952/SRR12507952.lite.1,SRX8998742,BlubberExtract-48C,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251523,SAMN15894463,simple,9739,Tursiops truncatus,BlubberExtract-48C,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,9DC0341B59FF869F13F68797799F4097,55A48C8877692A4282618E2CE7BD0DB5
SRR12507951,2021-09-30 00:58:52,2020-08-24 13:46:55,28551337,3568917125,0,125,1505,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507951/SRR12507951.lite.1,SRX8998743,BlubberExtract-72A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251524,SAMN15894464,simple,9739,Tursiops truncatus,BlubberExtract-72A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,AA193AFBE889649751B294EF86E367F1,9BBF35091F27E65BA2AC80C80E61434E
SRR12507950,2021-09-30 00:58:52,2020-08-24 13:46:52,29059086,3632385750,0,125,1514,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507950/SRR12507950.lite.1,SRX8998744,BlubberExtract-72B,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251525,SAMN15894465,simple,9739,Tursiops truncatus,BlubberExtract-72B,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,A0146A1D5F775C6BDB9D4A1558A91FB8,6042B58D59A6D3FBA0D2CDA99F8342FD
SRR12507949,2021-09-30 00:58:52,2020-08-24 13:47:20,28345153,3543144125,0,125,1480,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507949/SRR12507949.lite.1,SRX8998745,BlubberExtract-72C,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251526,SAMN15894466,simple,9739,Tursiops truncatus,BlubberExtract-72C,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,AA73BAEA3FD338F6E7FE9974AD89A33E,F498EC2584E15612AF88875072E46470
SRR12507948,2021-09-30 00:58:52,2020-08-24 13:47:02,24672441,3084055125,0,125,1456,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507948/SRR12507948.lite.1,SRX8998746,CarrierCTL-24A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251527,SAMN15894446,simple,9739,Tursiops truncatus,CarrierCTL-24A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,B6A5F979667723EC3222B9E0723D28DF,4B4FEE4A2B492998D9C9FDECA841F893
SRR12507947,2021-09-30 00:58:52,2020-08-24 13:47:28,36027206,4503400750,0,125,2099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507947/SRR12507947.lite.1,SRX8998747,CarrierCTL-48B,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251528,SAMN15894447,simple,9739,Tursiops truncatus,CarrierCTL-48B,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,B42DB709A5932AD4F807FD18D643AFC1,C0820D9386E2DDF07BC2AA289CB66A70
SRR12507945,2021-09-30 00:58:52,2020-08-24 13:50:46,37760254,4720031750,0,125,2213,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507945/SRR12507945.lite.1,SRX8998749,20MPCB180-24A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251530,SAMN15894449,simple,9739,Tursiops truncatus,20MPCB180-24A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,572167EDF07A4A49175B7DDBDF4F49BD,B3C88204CEAACBF3A94385E2261A0371
SRR12507944,2021-09-30 00:58:52,2020-08-24 13:48:40,32559371,4069921375,0,125,1924,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507944/SRR12507944.lite.1,SRX8998750,20MPCB180-24B,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251531,SAMN15894450,simple,9739,Tursiops truncatus,20MPCB180-24B,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,B6C678B170E9449FEBB08EBB012591FD,B9114AE52B091989BF0B6778836A1DD7
SRR12507943,2021-09-30 00:58:52,2020-08-24 13:49:44,35610096,4451262000,0,125,2078,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507943/SRR12507943.lite.1,SRX8998751,20MPCB180-24C,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251532,SAMN15894451,simple,9739,Tursiops truncatus,20MPCB180-24C,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,3D6A07A43341A391E0C1DC00E5B4DA94,96E4CC638B88A424E4A421FB8F556164
SRR12507942,2021-09-30 00:58:52,2020-08-24 13:49:09,35558169,4444771125,0,125,2067,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507942/SRR12507942.lite.1,SRX8998752,20MPCB180-48A,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251533,SAMN15894452,simple,9739,Tursiops truncatus,20MPCB180-48A,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,128760DC5C84A04598AFC1E9C1AFEDB6,BDC06072509831344AD05CE835C64AC4
SRR12507946,2021-09-30 00:58:52,2020-08-24 13:50:33,38686630,4835828750,0,125,2260,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12507/SRR12507946/SRR12507946.lite.1,SRX8998748,CarrierCTL-72B,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107302,PRJNA387123,,387123,SRS7251529,SAMN15894448,simple,9739,Tursiops truncatus,CarrierCTL-72B,,,,,not applicable,,no,,,,,NOAA,SRA1116452,,public,2B1858DAF51DFCD446A181A6DA11509F,8988D40C106A3EB4CFC690D14D33A188
DRR513289,2023-11-16 12:52:40,2023-11-16 13:02:31,26381360,7914408000,26381360,300,2764,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513289/DRR513289.lite.1,DRX497175,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341451,SAMD00656857,simple,9739,Tursiops truncatus,SAMD00656857,,,,,female,,no,,,,,NUBS,DRA017425,,public,E4CB2942F8388A1933AA47CED06C049F,9EFBE25158A2019BB290EB6FE0DDA0C8
DRR513290,2023-11-16 12:52:40,2023-11-16 12:57:20,24561895,7368568500,24561895,300,2605,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513290/DRR513290.lite.1,DRX497176,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341452,SAMD00656858,simple,9739,Tursiops truncatus,SAMD00656858,,,,,female,,no,,,,,NUBS,DRA017425,,public,F8C396F2EA2CA743C7E6DB8E8FE67EDD,FEB2C254F7BDDF1734F5FDF227E90BF2
